Transaction Date,Post Date,Description,Category,Type,Amount,Memo
07/17/2025,07/18/2025,SABOR LAS LENAS,Food & Drink,Sale,-10.61,
07/16/2025,07/17/2025,SABOR LAS LENAS,Food & Drink,Sale,-11.90,
07/16/2025,07/17/2025,BR LINAGUA,Gas,Sale,-1.52,
07/15/2025,07/17/2025,BONITA BAY CONCEPT HOT,Travel,Sale,-55.73,
07/15/2025,07/16/2025,CASA AUSTRIA S R L,Food & Drink,Sale,-10.02,
07/15/2025,07/16/2025,PETROPAR EL SUENO YUTY,Gas,Sale,-47.32,
07/13/2025,07/15/2025,COPETROL SHAH 12,Gas,Sale,-44.18,
07/12/2025,07/15/2025,BATUKE,Food & Drink,Sale,-14.03,
07/14/2025,07/15/2025,BUEN GRILLE-PLG,Food & Drink,Sale,-15.50,
07/12/2025,07/15/2025,FERREX-LUQUE,Repair & Maintenance,Sale,-15.15,
07/14/2025,07/15/2025,SYOPAR-LUQUE,Repair & Maintenance,Sale,-108.85,
07/12/2025,07/15/2025,BELLINI-GRAL AQUINO,Food & Drink,Sale,-7.88,
07/11/2025,07/13/2025,LA MARTINA,Food & Drink,Sale,-9.07,
07/11/2025,07/13/2025,SHELL AYOLAS,Gas,Sale,-27.60,
07/11/2025,07/13/2025,SHELL AYOLAS,Gas,Sale,-17.74,
07/10/2025,07/11/2025,SABOR LAS LENAS,Food & Drink,Sale,-4.99,
07/10/2025,07/11/2025,SABOR LAS LENAS,Food & Drink,Sale,-15.37,
07/10/2025,07/11/2025,DLOCAL *STARLINK INTERNE,Bills & Utilities,Sale,-42.58,
07/10/2025,07/11/2025,AGROVET PARANAMBU,Miscellaneous,Sale,-20.18,
07/02/2025,07/03/2025,SABOR LAS LENAS,Food & Drink,Sale,-17.73,
07/02/2025,07/03/2025,BR LINAGUA,Gas,Sale,-10.76,
07/02/2025,07/03/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-19.23,
07/01/2025,07/02/2025,SABOR LAS LENAS,Food & Drink,Sale,-13.73,
06/30/2025,07/01/2025,BR LINAGUA,Gas,Sale,-4.63,
06/29/2025,07/01/2025,SUP S6-SANBER,Food & Drink,Sale,-10.01,
06/30/2025,07/01/2025,HOTEL Y RESTAURANTE MARIM,Travel,Sale,-32.07,
06/29/2025,07/01/2025,PETROPAR-SAN IGNACIO,Gas,Sale,-34.23,
06/27/2025,06/29/2025,BR LINAGUA,Gas,Sale,-5.28,
06/27/2025,06/29/2025,SHELL MADEIRA,Gas,Sale,-39.19,
06/26/2025,06/27/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-27.63,
06/26/2025,06/27/2025,BR LINAGUA,Gas,Sale,-3.83,
06/25/2025,06/26/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-7.10,
06/25/2025,06/26/2025,SABOR LAS LENAS,Food & Drink,Sale,-11.30,
06/25/2025,06/26/2025,SABOR LAS LENAS,Food & Drink,Sale,-13.19,
06/24/2025,06/25/2025,PETROBRAS SAN BERNARDINO,Gas,Sale,-50.25,
06/24/2025,06/25/2025,RAPIDITO-QUINDY,Merchandise & Inventory,Sale,-5.53,
06/24/2025,06/24/2025,FOREMAN.MN,Office & Shipping,Sale,-667.20,
06/21/2025,06/24/2025,LOS JARDINES ONLINE DELI,Food & Drink,Sale,-16.35,
06/23/2025,06/24/2025,ENEX GABANA-SB CENTRO,Gas,Sale,-13.05,
06/22/2025,06/24/2025,SUP S6-SANBER,Food & Drink,Sale,-12.86,
06/20/2025,06/22/2025,SABOR LAS LENAS,Food & Drink,Sale,-18.17,
06/20/2025,06/22/2025,SHELL AYOLAS,Gas,Sale,-35.09,
06/21/2025,06/22/2025,xf/icsee.io,Professional Services,Sale,-3.99,
06/20/2025,06/22/2025,BR LINAGUA,Gas,Sale,-4.89,
06/20/2025,06/22/2025,LA MARTINA,Food & Drink,Sale,-10.53,
06/19/2025,06/20/2025,SABOR LAS LENAS,Food & Drink,Sale,-16.91,
06/18/2025,06/19/2025,SABOR LAS LENAS,Food & Drink,Sale,-7.52,
06/18/2025,06/19/2025,SABOR LAS LENAS,Food & Drink,Sale,-15.54,
06/17/2025,06/18/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-23.98,
06/17/2025,06/18/2025,HOTEL Y RESTAURANTE MARIM,Travel,Sale,-12.43,
06/17/2025,06/18/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-39.62,
06/16/2025,06/18/2025,ENEX GABANA-SB CENTRO,Gas,Sale,-44.60,
06/17/2025,06/18/2025,COPEMARKET PARAGUARI,Gas,Sale,-2.83,
06/13/2025,06/15/2025,SABOR LAS LENAS,Food & Drink,Sale,-14.32,
06/13/2025,06/15/2025,PETROPAR - AYOLAS,Gas,Sale,-39.58,
06/13/2025,06/15/2025,PETROBRAS AYOLAS,Gas,Sale,-15.07,
06/13/2025,06/15/2025,BR LINAGUA,Gas,Sale,-3.89,
06/12/2025,06/13/2025,SABOR LAS LENAS,Food & Drink,Sale,-3.88,
06/12/2025,06/13/2025,SABOR LAS LENAS,Food & Drink,Sale,-16.54,
06/12/2025,06/13/2025,BR LINAGUA,Gas,Sale,-4.45,
06/12/2025,06/13/2025,BR LINAGUA,Gas,Sale,-5.01,
06/11/2025,06/12/2025,SABOR LAS LENAS,Food & Drink,Sale,-15.92,
06/11/2025,06/12/2025,BRISTOL AYOLAS,Merchandise & Inventory,Sale,-91.37,
06/11/2025,06/12/2025,BR LINAGUA,Gas,Sale,-5.33,
06/10/2025,06/11/2025,PANIZ BAR CAFE,Food & Drink,Sale,-15.29,
06/10/2025,06/11/2025,RAPIDITO-QUINDY,Merchandise & Inventory,Sale,-4.40,
06/10/2025,06/11/2025,RAPIDITO-QUINDY,Merchandise & Inventory,Sale,-4.78,
06/09/2025,06/10/2025,SUP S6-SANBER,Food & Drink,Sale,-45.97,
06/08/2025,06/09/2025,xf/icsee.io,Professional Services,Sale,-3.99,
06/08/2025,06/09/2025,xf/icsee.io,Professional Services,Sale,-3.99,
06/08/2025,06/09/2025,COPETROL SHAH 12,Gas,Sale,-37.67,
06/06/2025,06/08/2025,RAPIDITO-QUINDY,Merchandise & Inventory,Sale,-9.98,
06/06/2025,06/08/2025,SABOR LAS LENAS,Food & Drink,Sale,-14.44,
06/05/2025,06/06/2025,SABOR LAS LENAS,Food & Drink,Sale,-5.75,
06/05/2025,06/06/2025,DLOCAL* STARLINK INTERNET,Merchandise & Inventory,Sale,-40.90,
06/04/2025,06/05/2025,BR LINAGUA,Gas,Sale,-1.94,
06/04/2025,06/05/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-26.92,
06/04/2025,06/05/2025,SABOR LAS LENAS,Food & Drink,Sale,-15.65,
06/02/2025,06/03/2025,GALAXIA COSTANERA,Food & Drink,Sale,-14.95,
06/02/2025,06/03/2025,CCU-UEN MAT Y FERRET,Repair & Maintenance,Sale,-49.01,
06/02/2025,06/03/2025,COPETROL PIRAPO R SEXTA,Gas,Sale,-45.36,
06/01/2025,06/03/2025,ALMA NOMADA,Food & Drink,Sale,-14.32,
06/01/2025,06/03/2025,KAREN HOTEL,Travel,Sale,-34.55,
06/01/2025,06/03/2025,SHELL AYOLAS,Gas,Sale,-20.10,
06/01/2025,06/02/2025,FOREMAN.MN,Office & Shipping,Sale,-14.08,
05/30/2025,06/01/2025,SABOR LAS LENAS,Food & Drink,Sale,-4.40,
05/30/2025,06/01/2025,SABOR LAS LENAS,Food & Drink,Sale,-17.52,
05/29/2025,05/30/2025,SABOR LAS LENAS,Food & Drink,Sale,-5.14,
05/29/2025,05/30/2025,PETROPAR CARMEN DEL PARA,Gas,Sale,-45.09,
05/29/2025,05/30/2025,INDALCO-ENC,Merchandise & Inventory,Sale,-190.48,
05/29/2025,05/30/2025,INDALCO-ENC,Merchandise & Inventory,Sale,-267.86,
05/28/2025,05/29/2025,SABOR LAS LENAS,Food & Drink,Sale,-14.40,
05/28/2025,05/29/2025,BR LINAGUA,Gas,Sale,-14.97,
05/28/2025,05/29/2025,BR LINAGUA,Gas,Sale,-4.88,
05/27/2025,05/28/2025,BR LINAGUA,Gas,Sale,-3.20,
05/27/2025,05/28/2025,SABOR LAS LENAS,Food & Drink,Sale,-3.51,
05/27/2025,05/28/2025,SABOR LAS LENAS,Food & Drink,Sale,-16.05,
05/27/2025,05/28/2025,BR LINAGUA,Gas,Sale,-4.58,
05/26/2025,05/27/2025,HIJOS DE DONA JULIA,Food & Drink,Sale,-21.59,
05/24/2025,05/27/2025,FERREX,Repair & Maintenance,Sale,-83.66,
05/24/2025,05/27/2025,FERREX-MELLONE,Repair & Maintenance,Sale,-77.51,
05/26/2025,05/27/2025,ENEX GABANA-SB CENTRO,Gas,Sale,-37.61,
05/23/2025,05/25/2025,SABOR LAS LENAS,Food & Drink,Sale,-11.03,
05/23/2025,05/25/2025,SHELL AYOLAS,Gas,Sale,-42.75,
05/24/2025,05/25/2025,FOREMAN.MN,Office & Shipping,Sale,-648.00,
05/23/2025,05/25/2025,BR LINAGUA,Gas,Sale,-9.90,
05/22/2025,05/23/2025,BR LINAGUA,Gas,Sale,-2.45,
05/22/2025,05/23/2025,BR LINAGUA,Gas,Sale,-1.88,
05/22/2025,05/23/2025,BR LINAGUA,Gas,Sale,-2.07,
05/22/2025,05/23/2025,SABOR LAS LENAS,Food & Drink,Sale,-12.92,
05/22/2025,05/23/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-50.18,
05/22/2025,05/23/2025,xf/icsee.io,Professional Services,Sale,-0.10,
05/21/2025,05/22/2025,SABOR LAS LENAS,Food & Drink,Sale,-16.52,
05/21/2025,05/22/2025,BR LINAGUA,Gas,Sale,-7.89,
05/21/2025,05/22/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-91.39,
05/21/2025,05/22/2025,AUTOSERV STEFI Y MEL,Food & Drink,Sale,-7.14,
05/20/2025,05/21/2025,FOREMAN.MN,Office & Shipping,Sale,-1.86,
05/20/2025,05/21/2025,BR LINAGUA,Gas,Sale,-4.19,
05/20/2025,05/21/2025,SABOR LAS LENAS,Food & Drink,Sale,-13.02,
05/18/2025,05/20/2025,ENEX GABANA-SB CENTRO,Gas,Sale,-16.54,
05/18/2025,05/20/2025,ENEX GABANA-SB CENTRO,Gas,Sale,-36.30,
05/19/2025,05/20/2025,BR LINAGUA,Gas,Sale,-3.07,
05/19/2025,05/20/2025,SABOR LAS LENAS,Food & Drink,Sale,-10.90,
05/13/2025,05/14/2025,SABOR LAS LENAS,Food & Drink,Sale,-14.28,
05/13/2025,05/14/2025,PETROPAR - AYOLAS,Gas,Sale,-48.85,
05/13/2025,05/14/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-45.09,
05/13/2025,05/14/2025,BR LINAGUA,Gas,Sale,-3.95,
05/13/2025,05/14/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-18.79,
05/13/2025,05/14/2025,PARADOR TEBICUARY,Food & Drink,Sale,-7.14,
05/12/2025,05/13/2025,BR LINAGUA,Gas,Sale,-7.83,
05/09/2025,05/11/2025,SABOR LAS LENAS,Food & Drink,Sale,-11.63,
05/09/2025,05/11/2025,DLOCAL *STARLINK INTERNE,Bills & Utilities,Sale,-40.91,
05/09/2025,05/11/2025,xf/icsee.io,Professional Services,Sale,-0.10,
05/09/2025,05/11/2025,xf/icsee.io,Professional Services,Sale,-0.10,
05/09/2025,05/11/2025,SABOR LAS LENAS,Food & Drink,Sale,-5.00,
05/08/2025,05/09/2025,SABOR LAS LENAS,Food & Drink,Sale,-3.13,
05/08/2025,05/09/2025,SHELL AYOLAS,Gas,Sale,-40.08,
05/08/2025,05/09/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-93.54,
05/02/2025,05/04/2025,COPETROL-SANBER,Gas,Sale,-27.64,
05/01/2025,05/04/2025,SHELL AYOLAS,Gas,Sale,-43.97,
04/30/2025,05/01/2025,BR LINAGUA,Gas,Sale,-4.93,
04/30/2025,05/01/2025,SUPERSEIS COSTANERA,Food & Drink,Sale,-130.82,
04/30/2025,05/01/2025,SABOR LAS LENAS,Food & Drink,Sale,-8.24,
04/29/2025,04/30/2025,BR LINAGUA,Gas,Sale,-8.31,
04/29/2025,04/30/2025,BR LINAGUA,Gas,Sale,-2.94,
04/29/2025,04/30/2025,SABOR LAS LENAS,Food & Drink,Sale,-14.37,
04/28/2025,04/29/2025,SUP SAN CAYETANO,Food & Drink,Sale,-20.61,
04/26/2025,04/29/2025,PANIZ BAR CAFE,Food & Drink,Sale,-21.49,
04/27/2025,04/29/2025,BR LINAGUA,Gas,Sale,-2.37,
04/26/2025,04/29/2025,BR LINAGUA,Gas,Sale,-1.25,
04/28/2025,04/29/2025,SABOR LAS LENAS,Food & Drink,Sale,-8.75,
04/26/2025,04/29/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-21.11,
04/28/2025,04/29/2025,SABOR LAS LENAS,Food & Drink,Sale,-11.24,
04/25/2025,04/27/2025,COMERCIAL SAN MIGUEL,Merchandise & Inventory,Sale,-16.87,
04/25/2025,04/27/2025,SABOR LAS LENAS,Food & Drink,Sale,-12.51,
04/25/2025,04/27/2025,FOREMAN.MN,Office & Shipping,Sale,-34.76,
04/25/2025,04/27/2025,PETROBRAS AYOLAS,Gas,Sale,-32.15,
04/25/2025,04/27/2025,BR LINAGUA,Gas,Sale,-4.50,
04/24/2025,04/25/2025,BR LINAGUA,Gas,Sale,-5.44,
04/24/2025,04/25/2025,SABOR LAS LENAS,Food & Drink,Sale,-3.50,
04/24/2025,04/25/2025,SABOR LAS LENAS,Food & Drink,Sale,-16.00,
04/23/2025,04/24/2025,SABOR LAS LENAS,Food & Drink,Sale,-13.14,
04/24/2025,04/24/2025,FOREMAN.MN,Office & Shipping,Sale,-594.00,
04/22/2025,04/23/2025,BR LINAGUA,Gas,Sale,-6.68,
04/22/2025,04/23/2025,SABOR LAS LENAS,Food & Drink,Sale,-8.75,
04/22/2025,04/23/2025,SABOR LAS LENAS,Food & Drink,Sale,-14.37,
04/22/2025,04/23/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-26.86,
04/19/2025,04/22/2025,SUP S6-SANBER,Food & Drink,Sale,-16.65,
04/21/2025,04/22/2025,SHELL BAHIA BOGGIANI,Gas,Sale,-38.23,
04/21/2025,04/22/2025,MANGOPAR SRL FDO DE LA M,Repair & Maintenance,Sale,-52.08,
04/21/2025,04/22/2025,NA EUSTAQUI-PLAZA MADERO,Food & Drink,Sale,-15.50,
04/16/2025,04/17/2025,ENEX GABANA-SB CENTRO,Gas,Sale,-12.17,
04/16/2025,04/17/2025,PETROBRAS AYOLAS,Gas,Sale,-46.89,
04/15/2025,04/16/2025,BR LINAGUA,Gas,Sale,-4.82,
04/15/2025,04/16/2025,SABOR LAS LENAS,Food & Drink,Sale,-11.90,
04/14/2025,04/15/2025,SABOR LAS LENAS,Food & Drink,Sale,-5.75,
04/14/2025,04/15/2025,SABOR LAS LENAS,Food & Drink,Sale,-13.51,
04/12/2025,04/15/2025,PETROBRAS LAS JUANAS S A,Gas,Sale,-8.94,
04/12/2025,04/15/2025,PETROBRAS AYOLAS,Gas,Sale,-51.27,
04/14/2025,04/15/2025,BR LINAGUA,Gas,Sale,-3.69,
04/11/2025,04/13/2025,BR LINAGUA,Gas,Sale,-3.31,
04/10/2025,04/11/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-10.00,
04/10/2025,04/11/2025,BR LINAGUA,Gas,Sale,-4.75,
04/10/2025,04/11/2025,BR LINAGUA,Gas,Sale,-10.56,
04/10/2025,04/11/2025,SABOR LAS LENAS,Food & Drink,Sale,-3.50,
04/09/2025,04/10/2025,BR LINAGUA,Gas,Sale,-4.38,
04/08/2025,04/09/2025,SABOR LAS LENAS,Food & Drink,Sale,-7.49,
04/08/2025,04/09/2025,BR LINAGUA,Gas,Sale,-3.31,
04/07/2025,04/08/2025,LA VIRGINIA,Food & Drink,Sale,-6.99,
04/06/2025,04/08/2025,AYC COMERCIAL,Merchandise & Inventory,Sale,-31.50,
04/07/2025,04/08/2025,SABOR LAS LENAS,Food & Drink,Sale,-8.75,
04/07/2025,04/08/2025,DLOCAL* STARLINK INTERNET,Merchandise & Inventory,Sale,-40.87,
04/04/2025,04/06/2025,BR LINAGUA,Gas,Sale,-7.42,
04/04/2025,04/06/2025,SABOR LAS LENAS,Food & Drink,Sale,-12.98,
04/03/2025,04/04/2025,BR LINAGUA,Gas,Sale,-6.18,
04/03/2025,04/04/2025,SABOR LAS LENAS,Food & Drink,Sale,-14.35,
04/02/2025,04/03/2025,SABOR LAS LENAS,Food & Drink,Sale,-9.37,
04/02/2025,04/03/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-18.73,
04/02/2025,04/03/2025,PETROPAR - AYOLAS,Gas,Sale,-39.35,
04/02/2025,04/03/2025,SABOR LAS LENAS,Food & Drink,Sale,-5.62,
04/02/2025,04/03/2025,BR LINAGUA,Gas,Sale,-2.87,
04/01/2025,04/02/2025,CASA AUSTRIA S R L,Merchandise & Inventory,Sale,-22.83,
04/01/2025,04/02/2025,ENEX GABANA-SB CENTRO,Gas,Sale,-7.65,
04/01/2025,04/02/2025,COPETROL SHAH 12,Gas,Sale,-5.52,
04/01/2025,04/02/2025,SABOR LAS LENAS,Food & Drink,Sale,-8.78,
03/31/2025,04/01/2025,EE SS  CIERVO CUA,Gas,Sale,-43.97,
03/31/2025,04/01/2025,NA EUSTAQUI-PLAZA MADERO,Food & Drink,Sale,-14.80,
03/29/2025,04/01/2025,BRASEIRO GRILL-MULTIPLAZ,Food & Drink,Sale,-23.84,
03/28/2025,03/30/2025,SABOR LAS LENAS,Food & Drink,Sale,-10.81,
03/28/2025,03/30/2025,BR LINAGUA,Gas,Sale,-7.35,
03/28/2025,03/30/2025,SHELL AYOLAS,Gas,Sale,-26.77,
03/27/2025,03/28/2025,SABOR LAS LENAS,Food & Drink,Sale,-6.91,
03/27/2025,03/28/2025,BR LINAGUA,Gas,Sale,-3.87,
03/26/2025,03/27/2025,SABOR LAS LENAS,Food & Drink,Sale,-5.00,
03/26/2025,03/27/2025,SABOR LAS LENAS,Food & Drink,Sale,-11.50,
03/26/2025,03/27/2025,BR LINAGUA,Gas,Sale,-5.00,
03/24/2025,03/25/2025,SABOR LAS LENAS,Food & Drink,Sale,-5.50,
03/24/2025,03/25/2025,SABOR LAS LENAS,Food & Drink,Sale,-6.89,
03/24/2025,03/25/2025,BR LINAGUA,Gas,Sale,-5.45,
03/22/2025,03/25/2025,PETROPAR - AYOLAS,Gas,Sale,-50.12,
03/23/2025,03/24/2025,HOTEL Y RESTAURANTE MARIM,Travel,Sale,-17.04,
03/24/2025,03/24/2025,FOREMAN.MN,Office & Shipping,Sale,-594.00,
03/21/2025,03/23/2025,BR LINAGUA,Gas,Sale,-4.52,
03/21/2025,03/23/2025,SABOR LAS LENAS,Food & Drink,Sale,-12.81,
03/20/2025,03/21/2025,FERRETERIA MONSERRAT,Repair & Maintenance,Sale,-38.42,
03/20/2025,03/21/2025,SABOR LAS LENAS,Food & Drink,Sale,-14.77,
03/20/2025,03/21/2025,BR LINAGUA,Gas,Sale,-3.44,
03/20/2025,03/21/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-17.52,
03/19/2025,03/20/2025,SABOR LAS LENAS,Food & Drink,Sale,-13.55,
03/19/2025,03/20/2025,BR LINAGUA,Gas,Sale,-3.26,
03/14/2025,03/16/2025,BR LINAGUA,Gas,Sale,-4.03,
03/12/2025,03/13/2025,SABOR LAS LENAS,Food & Drink,Sale,-10.10,
03/12/2025,03/13/2025,BR LINAGUA,Gas,Sale,-8.46,
03/12/2025,03/13/2025,SABOR LAS LENAS,Food & Drink,Sale,-1.89,
03/12/2025,03/13/2025,SABOR LAS LENAS,Food & Drink,Sale,-3.53,
03/11/2025,03/12/2025,BR LINAGUA,Gas,Sale,-5.11,
03/11/2025,03/12/2025,SABOR LAS LENAS,Food & Drink,Sale,-10.34,
03/11/2025,03/12/2025,COMERCIAL EVE,Repair & Maintenance,Sale,-124.47,
03/10/2025,03/11/2025,AUTOSERV STEFI Y MEL,Food & Drink,Sale,-38.96,
03/09/2025,03/11/2025,SUP MARIMEX-AYOLAS,Food & Drink,Sale,-19.92,
03/10/2025,03/11/2025,BR LINAGUA,Gas,Sale,-3.47,
03/09/2025,03/11/2025,SABOR LAS LENAS,Food & Drink,Sale,-3.78,
03/09/2025,03/11/2025,BR LINAGUA,Gas,Sale,-2.65,
03/08/2025,03/11/2025,SABOR LAS LENAS,Food & Drink,Sale,-14.12,
03/10/2025,03/11/2025,COMERCIAL HM,Merchandise & Inventory,Sale,-15.13,
03/07/2025,03/09/2025,SABOR LAS LENAS,Food & Drink,Sale,-4.80,
03/07/2025,03/09/2025,SABOR LAS LENAS,Food & Drink,Sale,-10.48,
03/07/2025,03/09/2025,BR LINAGUA,Gas,Sale,-4.93,
03/06/2025,03/07/2025,PETROPAR-SAN IGNACIO,Gas,Sale,-39.17,
03/06/2025,03/07/2025,COMERCIAL SAN MIGUEL,Merchandise & Inventory,Sale,-7.96,
03/06/2025,03/07/2025,LA VIRGINIA,Food & Drink,Sale,-5.30,
