Transaction Date,Post Date,Description,Category,Type,Amount,Memo
03/25/2025,03/26/2025,DELTA PROP SHOP,Professional Services,Sale,-1.00,
03/25/2025,03/26/2025,DELTA PROP SHOP,Professional Services,Sale,-3.00,
03/25/2025,03/26/2025,DAILY.AI,Office & Shipping,Sale,-299.00,
03/25/2025,03/26/2025,DELTA PROP SHOP,Professional Services,Sale,-1.00,
03/22/2025,03/23/2025,GITHUB  INC.,Professional Services,Sale,-53.28,
03/21/2025,03/23/2025,DREAMHOST,Bills & Utilities,Sale,-7.99,
03/21/2025,03/21/2025,XFINITY MOBILE,Bills & Utilities,Sale,-202.94,
03/19/2025,03/20/2025,POLYGON.IO DATA API,Office & Shipping,Sale,-199.99,
03/19/2025,03/20/2025,TIINGO.COM,Office & Shipping,Sale,-30.00,
03/19/2025,03/20/2025,POLYGON.IO DATA API,Office & Shipping,Sale,-48.99,
03/19/2025,03/20/2025,POLYGON.IO DATA API,Office & Shipping,Sale,-1798.67,
03/19/2025,03/20/2025,INTUIT *QBooks Online,Office & Shipping,Sale,-199.00,
03/18/2025,03/19/2025,CCSI EFAX,Bills & Utilities,Sale,-18.95,
03/18/2025,03/18/2025,Payment Thank You-Mobile,,Payment,5000.00,
03/18/2025,03/18/2025,VERCEL INC.,Professional Services,Sale,-60.00,
03/17/2025,03/18/2025,INTUIT *QBooks Live,Office & Shipping,Sale,-212.41,
03/18/2025,03/18/2025,GOOGLE *YouTube TV,Merchandise & Inventory,Sale,-91.50,
03/17/2025,03/17/2025,Payment Thank You-Mobile,,Payment,450.00,
03/14/2025,03/16/2025,DREAMHOST,Bills & Utilities,Sale,-7.99,
03/15/2025,03/16/2025,IFD*IFOOD CLUB,Merchandise & Inventory,Sale,-1.04,
03/12/2025,03/13/2025,GOOGLE *Google One,Merchandise & Inventory,Sale,-19.99,
03/12/2025,03/13/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-9.99,
03/12/2025,03/12/2025,AGENTS AND CORPORATIONS I,Office & Shipping,Sale,-399.00,
03/11/2025,03/12/2025,CALENDLY,Office & Shipping,Sale,-22.20,
03/12/2025,03/12/2025,AGENTS AND CORPORATIONS I,Office & Shipping,Sale,-149.00,
03/11/2025,03/12/2025,FENIX DE SEGUROS,Bills & Utilities,Sale,-119.72,
03/11/2025,03/12/2025,FELLOW.APP,Office & Shipping,Sale,-55.00,
03/11/2025,03/12/2025,Netflix,Bills & Utilities,Sale,-19.83,
03/11/2025,03/12/2025,EXPRESSVPN.COM,Professional Services,Sale,-12.95,
03/11/2025,03/12/2025,REPLIT  INC.,Office & Shipping,Sale,-25.00,
03/11/2025,03/12/2025,LOOM SUBSCRIPTION,Office & Shipping,Sale,-24.00,
03/10/2025,03/11/2025,UPWORK * -788141367,Professional Services,Sale,-3468.21,
03/10/2025,03/10/2025,Payment Thank You-Mobile,,Payment,350.00,
03/10/2025,03/10/2025,Payment Thank You-Mobile,,Payment,400.00,
03/10/2025,03/10/2025,Payment Thank You-Mobile,,Payment,500.00,
03/09/2025,03/09/2025,Payment Thank You-Mobile,,Payment,1000.00,
03/06/2025,03/06/2025,Payment Thank You-Mobile,,Payment,1000.00,
03/03/2025,03/03/2025,Payment Thank You-Mobile,,Payment,2000.00,
03/02/2025,03/02/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-702.55,
02/19/2025,02/19/2025,Payment Thank You-Mobile,,Payment,1300.00,
02/18/2025,02/19/2025,Amazon web services,Office & Shipping,Sale,-489.82,
02/18/2025,02/19/2025,Amazon web services,Office & Shipping,Sale,-538.16,
02/17/2025,02/18/2025,Amazon web services,Office & Shipping,Sale,-2758.75,
02/17/2025,02/18/2025,UPWORK * -781330576,Professional Services,Sale,-387.01,
02/18/2025,02/18/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-15.11,
02/18/2025,02/18/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-3.23,
02/18/2025,02/18/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-16.19,
02/17/2025,02/18/2025,CENTRAL PLAZA SHOPPING,Food & Drink,Sale,-1.93,
02/18/2025,02/18/2025,XFINITY MOBILE,Bills & Utilities,Sale,-269.69,
02/17/2025,02/18/2025,FENIX DE SEGUROS,Bills & Utilities,Sale,-119.70,
02/17/2025,02/18/2025,UBER* TRIP,Travel,Sale,-3.51,
02/17/2025,02/18/2025,CCSI EFAX,Bills & Utilities,Sale,-37.90,
02/18/2025,02/18/2025,DREAMHOST,Bills & Utilities,Sale,-7.99,
02/17/2025,02/17/2025,Payment Thank You-Mobile,,Payment,1000.00,
02/15/2025,02/16/2025,VERCEL INC.,Professional Services,Sale,-60.00,
02/14/2025,02/16/2025,EC          *2PRODUTOS,Repair & Maintenance,Sale,-30.92,
02/15/2025,02/16/2025,RAIA DROGASIL SA,Health & Wellness,Sale,-21.06,
02/15/2025,02/16/2025,IFD*IFOOD CLUB,Merchandise & Inventory,Sale,-1.05,
02/15/2025,02/16/2025,GITHUB  INC.,Professional Services,Sale,-53.28,
02/14/2025,02/14/2025,Payment Thank You-Mobile,,Payment,3000.00,
02/13/2025,02/14/2025,REPLIT  INC.,Office & Shipping,Sale,-25.00,
02/13/2025,02/14/2025,JUMPSPEAK #531FDF8F,Education,Sale,-59.00,
02/12/2025,02/13/2025,UPWORK * -779647834,Professional Services,Sale,-1424.93,
02/12/2025,02/13/2025,GOOGLE *Google One,Bills & Utilities,Sale,-19.99,
02/12/2025,02/13/2025,UBER* TRIP,Travel,Sale,-3.64,
02/13/2025,02/13/2025,INTUIT *QBooks Online,Office & Shipping,Sale,-212.41,
02/12/2025,02/12/2025,Payment Thank You-Mobile,,Payment,1500.00,
02/11/2025,02/12/2025,OPENAI,Office & Shipping,Sale,-111.00,
02/11/2025,02/12/2025,NETFLIX.COM,Bills & Utilities,Sale,-17.08,
02/11/2025,02/12/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-9.99,
02/11/2025,02/12/2025,FELLOW.APP,Office & Shipping,Sale,-55.00,
02/11/2025,02/12/2025,EXPRESSVPN.COM,Professional Services,Sale,-12.95,
02/12/2025,02/12/2025,UPWORK * -779519083,Professional Services,Sale,-766.99,
02/12/2025,02/12/2025,Google YouTube TV,Entertainment,Sale,-91.50,
02/11/2025,02/12/2025,CALENDLY,Office & Shipping,Sale,-22.20,
02/11/2025,02/12/2025,LOOM SUBSCRIPTION,Office & Shipping,Sale,-24.00,
02/11/2025,02/12/2025,POLYGON.IO DATA API,Office & Shipping,Sale,-248.99,
02/11/2025,02/12/2025,Microsoft*Skype,Bills & Utilities,Sale,-2.99,
02/11/2025,02/11/2025,Payment Thank You-Mobile,,Payment,2000.00,
02/11/2025,02/11/2025,Payment Thank You-Mobile,,Payment,900.00,
02/07/2025,02/09/2025,GMRSHV.COM,Merchandise & Inventory,Sale,-5.00,
02/06/2025,02/07/2025,Spotify USA,Bills & Utilities,Sale,-11.99,
02/05/2025,02/06/2025,UPWORK * -777437392,Professional Services,Sale,-1232.11,
02/05/2025,02/06/2025,OPENAI *CHATGPT SUBSCR,Office & Shipping,Sale,-66.60,
02/05/2025,02/06/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-9.99,
02/05/2025,02/05/2025,Payment Thank You-Mobile,,Payment,1000.00,
02/05/2025,02/05/2025,OPENAI,Office & Shipping,Sale,-0.65,
02/05/2025,02/05/2025,RENDER.COM,Office & Shipping,Sale,-7.00,
02/04/2025,02/04/2025,Payment Thank You-Mobile,,Payment,1200.00,
02/02/2025,02/02/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-803.29,
01/20/2025,01/21/2025,UBER* TRIP,Travel,Sale,-1.04,
01/17/2025,01/20/2025,NAMES.CO.UK,Bills & Utilities,Sale,-16.91,
01/17/2025,01/19/2025,GMRSHV.COM,Merchandise & Inventory,Sale,-2.00,
01/16/2025,01/17/2025,EXPRESSVPN.COM,Professional Services,Sale,-12.95,
01/16/2025,01/17/2025,LinkedIn JOB 10122473743,Bills & Utilities,Sale,-568.74,
01/16/2025,01/17/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-16.19,
01/15/2025,01/16/2025,IFD*IFOOD CLUB,Merchandise & Inventory,Sale,-0.99,
01/15/2025,01/16/2025,FELLOW.APP,Office & Shipping,Sale,-55.00,
01/15/2025,01/16/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-5.50,
01/15/2025,01/16/2025,UPWORK * -770925510,Professional Services,Sale,-1509.37,
01/15/2025,01/16/2025,UPWORK * -770925525,Professional Services,Sale,-2063.28,
01/15/2025,01/16/2025,KIWIFY *MentoriaGA,Education,Sale,-82.29,
01/15/2025,01/16/2025,LUNARCRUSH,Office & Shipping,Sale,-30.00,
01/15/2025,01/16/2025,UBER* TRIP,Travel,Sale,-14.14,
01/15/2025,01/16/2025,VERCEL INC.,Professional Services,Sale,-60.00,
01/15/2025,01/15/2025,Payment Thank You-Mobile,,Payment,4000.00,
01/14/2025,01/15/2025,Amazon web services,Office & Shipping,Sale,-2663.86,
01/14/2025,01/15/2025,Amazon web services,Office & Shipping,Sale,-3242.37,
01/14/2025,01/15/2025,Google ONE AI Premium,Entertainment,Sale,-19.99,
01/14/2025,01/14/2025,Payment Thank You - Web,,Payment,7000.00,
01/13/2025,01/14/2025,NAMES.CO.UK,Bills & Utilities,Sale,-1.47,
01/12/2025,01/13/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-5.50,
01/11/2025,01/12/2025,AIAVALANCHE,Professional Services,Sale,-19.00,
01/11/2025,01/12/2025,AITOOLS* AIAVALANCHE,Professional Services,Sale,-24.00,
01/11/2025,01/12/2025,Netflix,Bills & Utilities,Sale,-17.08,
01/10/2025,01/12/2025,UBER* TRIP,Travel,Sale,-1.99,
01/10/2025,01/10/2025,CALENDLY,Office & Shipping,Sale,-22.20,
01/09/2025,01/10/2025,UPWORK * -768722611,Professional Services,Return,68.38,
01/08/2025,01/09/2025,UBER * PENDING,Travel,Sale,-7.92,
01/08/2025,01/09/2025,Microsoft*Skype,Bills & Utilities,Sale,-2.99,
01/09/2025,01/09/2025,POLYGON.IO DATA API,Office & Shipping,Sale,-248.99,
01/08/2025,01/09/2025,FENIX DE SEGUROS,Bills & Utilities,Sale,-118.87,
01/08/2025,01/09/2025,UBER* TRIP,Travel,Sale,-2.96,
01/08/2025,01/09/2025,UBER * PENDING,Travel,Sale,-6.24,
01/08/2025,01/09/2025,GITHUB  INC.,Professional Services,Sale,-53.28,
01/08/2025,01/09/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-9.99,
01/07/2025,01/08/2025,UPWORK * -768722611,Professional Services,Sale,-68.38,
01/07/2025,01/08/2025,UPWORK * -768720158,Professional Services,Sale,-1292.20,
01/07/2025,01/08/2025,REPLIT  INC.,Office & Shipping,Sale,-25.00,
01/07/2025,01/07/2025,Payment Thank You - Web,,Payment,3000.00,
01/02/2025,01/03/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-5.50,
01/02/2025,01/02/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-776.34,
01/02/2025,01/02/2025,RENDER.COM,Office & Shipping,Sale,-2.57,
01/01/2025,01/02/2025,GOOGLE *GSUITE_delta-m,Office & Shipping,Sale,-185.01,
